@relation anomalous-traffic

@attribute ts numeric
@attribute pkts numeric
@attribute ed numeric
@attribute cd numeric
@attribute lle numeric
@attribute sampen numeric
@attribute rec numeric
@attribute det numeric
@attribute ent numeric
@attribute trend numeric
@attribute lam numeric
@attribute class {normal, anomaly}

@data

1484552130.7,1091,13.0,1.34505099779,-0.00354945270545,0.160960340811,0.000926784059314,1.0,-0.0,0.0,0.0,normal
1484552175.7,1269,20.0,1.74053104378,-0.00188498713693,0.139788172747,0.0008,1.0,-0.0,0.0,0.0,normal
1484552220.7,1429,23.0,1.75595445113,-0.000815790045764,0.141868328642,0.000710732054016,1.0,-0.0,0.0,0.0,normal
1484552265.7,1506,23.0,1.50258284473,-0.000527524452627,0.110103815334,0.000673854447439,1.0,-0.0,0.0,0.0,normal
1484552310.7,1525,16.0,1.22007166482,-0.000542694308255,0.0935028524098,0.000662251655629,1.0,-0.0,0.0,0.0,normal
1484552355.7,1521,14.0,1.12003093007,-5.59522209105e-05,0.107087910863,0.000663129973475,1.0,-0.0,0.0,0.0,normal
1484552400.7,1399,20.0,1.36198344136,0.000630022608578,0.109144740245,0.000724637681159,1.0,-0.0,0.0,0.0,normal
1484552445.7,1123,13.0,1.06244199348,0.00249480994846,0.131746904561,0.000900090009001,1.0,-0.0,0.0,0.0,normal
1484561355.7,1016,18.0,1.58047357529,0.0,0.0340038195342,0.001001001001,1.0,-0.0,0.0,0.0,normal
1484561670.7,1086,14.0,1.61739755011,-0.00241634948785,0.0758370108613,0.000931966449208,1.0,-0.0,0.0,0.0,normal
1484561715.7,1192,14.0,1.57873386399,-0.00157312620195,0.0946113674361,0.000868319711433,0.995028997514,1.05492016799,-5.13824424583e-08,0.026512013256,normal
1484561760.7,1303,12.0,1.65153498136,-0.000191831362594,0.0996389033232,0.000814730324263,0.997058823529,1.35714014385,-9.45769063423e-08,0.0551470588235,normal
1484561805.7,1363,15.0,1.98648399933,0.000122453417139,0.157146583873,0.000773161461061,0.998578535892,1.49856907968,-4.04439217531e-08,0.0376687988628,normal
1484561850.7,1347,18.0,2.05902297505,-0.0005752193732,0.0894710218857,0.000764316807055,0.998520710059,0.964962923007,-1.35597657417e-08,0.0140532544379,normal
1484561895.7,1296,17.0,1.92232129131,0.000155620538208,0.0908750666139,0.00078125,1.0,-0.0,0.0,0.0,normal
1484561940.7,1299,16.0,1.57907647351,0.000927448036883,0.0647035874983,0.000780029308722,0.998444790047,-0.0,-2.84321637985e-09,0.00311041990669,normal
1484561985.7,1283,15.0,1.73094460597,-0.000516890439193,0.0758622513211,0.000788022064618,1.0,-0.0,0.0,0.0,normal
1484562030.7,1216,11.0,1.43950800324,-0.000523740694883,0.0854677604235,0.000840188224164,0.993453355155,0.500402423538,-2.61188449903e-08,0.0122749590835,normal
1484562075.7,1194,16.0,1.4291957517,0.000869402871045,0.0609304904423,0.000848176420696,1.0,-0.0,0.0,0.0,normal
1484563110.7,1055,11.0,1.87649462094,0.000148845903246,0.121625745609,0.000956937799043,1.0,-0.0,0.0,0.0,normal
1484563155.7,1089,11.0,1.84413255689,0.000572384395673,0.115081480151,0.000926784059314,1.0,-0.0,0.0,0.0,normal
1484563335.7,1006,17.0,1.24438307692,0.0,0.0346727865121,0.0010101010101,1.0,-0.0,0.0,0.0,normal
1484566080.7,1019,15.0,1.38435538365,0.0,0.149936687743,0.00102274696171,0.998063891578,1.27302833659,-8.29756697595e-08,0.0329138431752,normal
1484566125.7,1230,21.0,1.60998844628,-0.00105480744528,0.19820442294,0.000826446280992,1.0,-0.0,0.0,0.0,normal
1484566170.7,1291,25.0,1.88154585016,-0.000183072612024,0.158822426909,0.000789265982636,1.0,-0.0,0.0,0.0,normal
1484566215.7,1219,24.0,0.880977640227,0.000825350592502,0.0142321460931,0.000836120401338,1.0,-0.0,0.0,0.0,normal
1484566260.7,1159,22.0,1.10532114172,0.000906008904337,0.0216807992862,0.000878734622144,1.0,-0.0,0.0,0.0,normal
1484566305.7,1029,17.0,1.86490293052,0.00141750777093,0.234240446417,0.000987166831194,1.0,-0.0,0.0,0.0,normal
1484589435.7,1010,19.0,1.9147996501,0.0,0.118976568962,0.00100806451613,1.0,-0.0,0.0,0.0,normal
