@relation anomalous-traffic

@attribute ts numeric
@attribute pkts numeric
@attribute ed numeric
@attribute cd numeric
@attribute lle numeric
@attribute sampen numeric
@attribute rec numeric
@attribute det numeric
@attribute ent numeric
@attribute trend numeric
@attribute lam numeric
@attribute class {normal, anomaly}

@data
1484113959.66,1330,20.0,1.4270248294,-0.00153393614359,0.0683500869528,0.000762776506484,1.0,-0.0,0.0,0.0,normal
1484114004.66,1296,17.0,1.49035068485,0.000937237002751,0.0917432081542,0.00078125,1.0,-0.0,0.0,0.0,normal
1484114049.66,1395,17.0,1.46736064758,0.00134505027076,0.0909709569699,0.000725163161711,1.0,-0.0,0.0,0.0,normal
1484114094.66,1394,12.0,1.27554422123,-0.00162282422446,0.105672491597,0.000723065798988,1.0,-0.0,0.0,0.0,normal
1484114139.66,1465,15.0,1.298454453,-0.000895621537129,0.0778259255123,0.000689179875948,1.0,-0.0,0.0,0.0,normal
1484114184.66,1255,12.0,1.25891494134,-0.000832189084919,0.0964524049185,0.0008038585209,1.0,-0.0,0.0,0.0,normal
1484127009.66,1145,17.0,0.925301443087,0.0,0.0337549520531,0.00088573959256,1.0,-0.0,0.0,0.0,anomaly
1484127054.66,1131,16.0,0.610409603727,5.72054703454e-05,0.0361039483073,0.00089605734767,1.0,-0.0,0.0,0.0,anomaly
1484127099.66,1137,17.0,0.643188085934,-0.000374520287397,0.0350977617147,0.000892060660125,1.0,-0.0,0.0,0.0,anomaly
1484127144.66,1066,17.0,0.614885780816,2.64556033228e-05,0.0326974318939,0.000952380952381,1.0,-0.0,0.0,0.0,anomaly
1484130609.66,1260,22.0,0.873488886662,0.000178398566657,0.025758298494,0.000807102502018,1.0,-0.0,0.0,0.0,anomaly
1484130654.66,1248,22.0,0.924562482914,-0.000387285825145,0.0276394373097,0.00081499592502,1.0,-0.0,0.0,0.0,anomaly
1484130699.66,1293,25.0,0.85793087662,-0.000220783140346,0.0247397608966,0.000788022064618,1.0,-0.0,0.0,0.0,anomaly
1484130744.66,1322,25.0,2.00557012616,0.000580250614869,0.0213189741133,0.000770416024653,1.0,-0.0,0.0,0.0,anomaly
1484130789.66,1265,25.0,1.05201066514,0.000316869590688,0.02861372603,0.000805801772764,1.0,-0.0,0.0,0.0,anomaly
1484130834.66,1261,22.0,0.756655762663,0.000365234510776,0.0207207677785,0.000806451612903,1.0,-0.0,0.0,0.0,anomaly
1484130879.66,1244,19.0,0.895249550089,-0.000229250533372,0.026432684596,0.000815660685155,1.0,-0.0,0.0,0.0,anomaly
1484130924.66,1279,23.0,0.818798521691,-0.000269606489838,0.020770413477,0.00079554494829,1.0,-0.0,0.0,0.0,anomaly
1484130969.66,1269,21.0,0.823398364419,-0.000423694359152,0.0227259152322,0.00080064051241,1.0,-0.0,0.0,0.0,anomaly
1484131014.66,1266,17.0,2.08964807614,0.000217772736672,0.209916445158,0.0008,1.0,-0.0,0.0,0.0,anomaly
1484131059.66,1018,18.0,0.801328835691,0.0,0.02584582317,0.000999000999001,1.0,-0.0,0.0,0.0,anomaly
1484134164.66,1388,8.0,0.0432019287648,0.0,0.0160114441781,0.704688801837,0.997368959526,3.79525192084,1.88077286704e-06,0.996982041809,anomaly
1484134209.66,1696,15.0,0.068590831251,0.0,0.0155224631424,0.52371546811,0.999217092227,3.89809071837,2.65800054489e-05,0.996524159454,anomaly
1484134254.66,1252,12.0,0.0613376612809,0.0,0.016808052736,0.573422436872,0.99708305921,3.81202961158,0.000221735389722,0.995310927091,anomaly
1484139564.66,1364,22.0,0.0792022218611,0.0,0.0124766220154,0.50940232828,0.999510221674,3.99860250279,-0.000327809764074,0.996948136829,anomaly
1484139609.66,1723,12.0,0.0442056548193,0.0,0.0109694361525,0.70456753865,0.999611631303,4.17949775848,-8.91846573578e-05,0.998640709562,anomaly
1484139654.66,1284,11.0,0.0400079607852,0.0,0.00978673135215,0.735520702666,0.999571119596,3.98314057416,4.17524652449e-05,0.998888429108,anomaly
1484141364.66,1156,34.0,1.63682493898,-0.000901816021445,0.0789144066558,0.00101734239717,0.998441153546,2.44255098264,-3.28576447897e-07,0.131722525331,anomaly
1484141409.66,1472,35.0,1.67023706077,-0.00104471376888,0.124591457019,0.00076117927658,0.996188055909,2.38438226576,-1.35281467122e-07,0.0914866581957,anomaly
1484141454.66,1498,31.0,1.47405774018,0.00086902518548,0.140616589442,0.000921567462822,0.990936555891,1.76308581772,-3.1064044752e-07,0.243705941591,anomaly
1484141499.66,1461,20.0,0.929537815544,-0.000592995502073,0.102517301479,0.00405893340464,0.939099526066,1.84727516463,-2.87291029425e-06,0.748815165877,anomaly
1484141544.66,1315,14.0,0.656341872157,-0.000958240526472,0.087009057299,0.0185629576145,0.948900470319,2.39151323317,1.47918119594e-05,0.902186348036,anomaly
1484143164.66,1252,23.0,1.04484731479,-0.00261328935346,0.0752206520991,0.00162866018904,0.962662337662,1.74606882113,-9.35785414021e-07,0.415584415584,anomaly
1484143209.66,1605,11.0,0.574832601705,-0.00191394788147,0.0558874454154,0.0233578679455,0.955000588998,2.33975581914,-1.36792240983e-05,0.889032866062,anomaly
1484143254.66,1656,14.0,0.783020976297,-0.00029338095087,0.0543293847747,0.00898146251328,0.934914415343,2.11975469467,-4.57340509586e-06,0.837533512064,anomaly
1484143299.66,1711,21.0,1.04209813595,-0.00136833257961,0.0371056595905,0.00176080904192,0.967825223436,2.23609799896,-9.6745080367e-07,0.393247269116,anomaly
1484143344.66,1704,21.0,1.09492009924,-0.000220745099864,0.0347841836753,0.00175960979683,0.956713426854,2.45570660678,-3.25532715657e-07,0.461523046092,anomaly
1484143389.66,1681,24.0,0.725886731415,-0.000989804323534,0.0367347345366,0.00518158840931,0.986239820275,2.55328902863,-5.37769374906e-06,0.835579893288,anomaly
1484143434.66,1685,16.0,0.556223929238,0.000862399362411,0.0348527372922,0.0166675033167,0.990276224077,2.85169901343,-1.66282127664e-05,0.922855175975,anomaly
1484143479.66,1680,18.0,0.668766162733,0.00117018786053,0.0401193079247,0.0060367324048,0.9841868823,2.58724361925,7.33077636862e-07,0.834022162324,anomaly
1484143524.66,1676,19.0,0.687329264055,-0.00119749577808,0.0400085962658,0.00571779041122,0.974424227001,2.6204749569,8.51717020761e-06,0.834075582135,anomaly
